Spin1 Spin2 Outcome_Spin1 Outcome_Spin2A Outcome_Spin2B Player1_Spin3 Player2_Spin3 Strategy1 Strategy2
15 5 "Spin Again" lose lose 80 75 lose lose
70 40 "Spin Again" lose lose 100 90 lose lose
65 80 "Spin Again" lose lose 85 5 lose lose
60 15 "Spin Again" lose lose 35 5 lose lose
45 10 "Spin Again" lose lose 50 95 lose lose
10 50 "Spin Again" lose lose 65 15 lose lose
35 5 "Spin Again" lose lose 35 35 lose lose
45 10 "Spin Again" lose lose 95 20 lose lose
55 40 "Spin Again" win win 90 35 win win
10 25 "Spin Again" lose lose 80 30 lose lose
10 25 "Spin Again" lose lose 15 30 lose lose
15 10 "Spin Again" lose lose 5 15 lose lose
15 50 "Spin Again" lose lose 95 50 lose lose
10 90 "Spin Again" win win 60 15 win win
45 85 "Spin Again" lose lose 10 90 lose lose
50 100 "Spin Again" lose lose 40 55 lose lose
35 95 "Spin Again" lose lose 60 5 lose lose
35 95 "Spin Again" lose lose 25 80 lose lose
60 95 "Spin Again" lose lose 90 85 lose lose
15 65 "Spin Again" tie tie 95 60 lose lose
25 45 "Spin Again" lose lose 5 100 lose lose
50 30 "Spin Again" tie tie 5 45 win win
65 100 "Spin Again" lose lose 45 25 lose lose
40 40 "Spin Again" tie tie 35 40 win win
95 30 win win win 30 55 win win
95 15 win win win 35 75 win win
20 90 "Spin Again" lose lose 40 45 lose lose
85 70 win win win 50 30 win win
50 20 "Spin Again" lose lose 80 90 lose lose
35 5 "Spin Again" lose lose 30 65 lose lose
15 5 "Spin Again" lose lose 95 35 lose lose
65 35 "Spin Again" win win 85 35 win win
60 35 "Spin Again" win win 10 55 win win
75 90 "Spin Again" lose lose 5 65 lose lose
60 90 "Spin Again" lose lose 20 35 lose lose
85 30 win win win 100 5 win win
50 65 "Spin Again" lose lose 50 95 lose lose
20 20 "Spin Again" lose lose 100 95 lose lose
15 45 "Spin Again" lose lose 70 35 lose lose
90 80 win win win 50 65 win win
5 85 "Spin Again" win win 5 25 win win
20 25 "Spin Again" lose lose 15 45 lose lose
20 95 "Spin Again" lose lose 15 90 lose lose
65 100 "Spin Again" lose lose 90 45 lose lose
15 70 "Spin Again" win win 55 75 win win
65 25 "Spin Again" win win 5 5 win win
85 40 win win win 50 60 win win
100 50 win win win 35 40 win win
65 85 "Spin Again" lose lose 85 95 lose lose
75 60 "Spin Again" lose lose 85 100 lose lose
80 15 tie win tie 55 60 win win
90 40 win win win 50 55 win win
70 55 "Spin Again" lose lose 35 25 lose lose
80 50 tie lose tie 95 80 lose lose
65 10 "Spin Again" lose lose 20 45 lose lose
35 75 "Spin Again" lose lose 45 5 lose lose
35 50 "Spin Again" win win 80 25 win win
75 80 "Spin Again" lose lose 90 65 lose lose
25 30 "Spin Again" lose lose 80 80 lose lose
35 95 "Spin Again" lose lose 70 100 lose lose
30 5 "Spin Again" lose lose 60 95 lose lose
30 65 "Spin Again" win win 95 10 win win
10 5 "Spin Again" lose lose 30 70 lose lose
65 10 "Spin Again" lose lose 80 75 lose lose
70 50 "Spin Again" lose lose 85 40 lose lose
30 5 "Spin Again" lose lose 45 70 lose lose
95 40 win win win 20 75 win win
70 40 "Spin Again" lose lose 100 40 lose lose
85 20 win win win 10 65 win win
45 65 "Spin Again" lose lose 15 65 lose lose
10 25 "Spin Again" lose lose 15 25 lose lose
95 45 win win win 85 55 win win
95 5 win win win 45 75 win win
100 85 win win win 15 20 win win
60 5 "Spin Again" lose lose 20 95 lose lose
45 20 "Spin Again" lose lose 90 10 lose lose
10 85 "Spin Again" win win 55 75 win win
5 70 "Spin Again" lose lose 90 5 lose lose
30 55 "Spin Again" win win 30 95 win win
80 75 tie lose tie 90 45 lose lose
40 65 "Spin Again" lose lose 100 100 lose lose
20 50 "Spin Again" lose lose 20 75 lose lose
5 70 "Spin Again" lose lose 70 70 lose lose
10 40 "Spin Again" lose lose 45 40 lose lose
35 100 "Spin Again" lose lose 85 30 lose lose
80 5 tie win tie 25 65 win win
20 15 "Spin Again" lose lose 95 95 lose lose
10 45 "Spin Again" lose lose 45 45 lose lose
50 75 "Spin Again" lose lose 30 30 lose lose
50 40 "Spin Again" win win 55 100 win win
90 20 win win win 20 100 win win
70 70 "Spin Again" lose lose 60 40 lose lose
70 70 "Spin Again" lose lose 75 10 lose lose
100 55 win win win 30 70 win win
60 5 "Spin Again" lose lose 10 45 lose lose
95 65 win win win 75 45 win win
20 10 "Spin Again" lose lose 5 95 lose lose
75 50 "Spin Again" lose lose 5 70 lose lose
80 30 tie lose tie 55 90 lose win
75 20 "Spin Again" win win 70 55 win win
10 60 "Spin Again" lose lose 50 30 lose lose
60 95 "Spin Again" lose lose 80 45 lose lose
95 70 win win win 75 25 win win
75 70 "Spin Again" lose lose 50 95 lose lose
35 30 "Spin Again" lose lose 45 25 lose lose
90 5 win win win 85 70 win win
95 15 win win win 65 5 win win
20 80 "Spin Again" win win 40 45 win win
35 90 "Spin Again" lose lose 40 5 lose lose
35 15 "Spin Again" lose lose 50 35 lose lose
5 30 "Spin Again" lose lose 45 35 lose lose
15 55 "Spin Again" lose lose 30 75 lose lose
15 15 "Spin Again" lose lose 40 85 lose lose
85 65 win win win 60 55 win win
45 5 "Spin Again" lose lose 5 30 lose lose
