Duration "Trip Route" Passholder Sample1 Sample2
3 "One Way" "Annual Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
6 "One Way" "Annual Pass" "" ""
11 "Round Trip" Walk-up "" ""
16 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
11 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
3 "One Way" "Annual Pass" "" ""
3 "One Way" "Annual Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
2 "One Way" "Monthly Pass" "" ""
4 "One Way" Walk-up "" ""
14 "One Way" Walk-up "" ""
88 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
35 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
5 "One Way" "Annual Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
15 "One Way" "Annual Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
25 "One Way" "Monthly Pass" "" ""
16 "One Way" Walk-up "" ""
9 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
21 "One Way" "Monthly Pass" "" ""
20 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
75 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
2 "One Way" "Monthly Pass" "" ""
100 "One Way" Walk-up "" ""
6 "One Way" Walk-up "" ""
99 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
1 "Round Trip" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
25 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
23 "One Way" Walk-up "" ""
14 "One Way" "Annual Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
20 "One Way" Walk-up "" ""
19 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
1 "Round Trip" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
3 "Round Trip" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
16 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
16 "One Way" Walk-up "" ""
20 "One Way" "One Day Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
29 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
13 "One Way" Walk-up "" ""
13 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
10 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
10 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
34 "Round Trip" "Monthly Pass" "" ""
28 "One Way" "One Day Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
5 "One Way" "Annual Pass" "" ""
2 "One Way" "Monthly Pass" "" ""
15 "One Way" "Annual Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
16 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
16 "One Way" Walk-up "" ""
70 "Round Trip" "One Day Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
69 "Round Trip" "One Day Pass" "" ""
53 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
52 "One Way" Walk-up "" ""
11 "One Way" "Annual Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
17 "One Way" "One Day Pass" "" ""
10 "Round Trip" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
16 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
23 "One Way" "One Day Pass" "" ""
8 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
93 "Round Trip" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
3 "One Way" "Annual Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
22 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
69 "Round Trip" Walk-up "" ""
5 "One Way" "Flex Pass" "" ""
68 "Round Trip" Walk-up "" ""
2 "One Way" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
84 "Round Trip" Walk-up "" ""
18 "Round Trip" "One Day Pass" "" ""
82 "Round Trip" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
31 "Round Trip" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
19 "One Way" "One Day Pass" "" ""
5 "One Way" "Flex Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
25 "One Way" "One Day Pass" "" ""
1320 "Round Trip" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
31 "Round Trip" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
1 "Round Trip" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
25 "One Way" "One Day Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
54 "Round Trip" Walk-up "" ""
41 "Round Trip" Walk-up "" ""
40 "Round Trip" Walk-up "" ""
38 "Round Trip" Walk-up "" ""
39 "Round Trip" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
44 "One Way" Walk-up "" ""
43 "One Way" Walk-up "" ""
14 "One Way" "Monthly Pass" "" ""
197 "Round Trip" Walk-up "" ""
5 "One Way" "Annual Pass" "" ""
3 "One Way" "Annual Pass" "" ""
26 "One Way" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
27 "Round Trip" "One Day Pass" "" ""
28 "One Way" Walk-up "" ""
58 "One Way" "One Day Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
24 "One Way" Walk-up "" ""
24 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
23 "One Way" Walk-up "" ""
1440 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
20 "One Way" Walk-up "" ""
44 "One Way" "One Day Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
41 "One Way" "One Day Pass" "" ""
7 "One Way" "Annual Pass" "" ""
7 "One Way" Walk-up "" ""
24 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
28 "One Way" "One Day Pass" "" ""
469 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
15 "One Way" Walk-up "" ""
45 "Round Trip" Walk-up "" ""
13 "One Way" Walk-up "" ""
12 "One Way" "Monthly Pass" "" ""
12 "One Way" Walk-up "" ""
19 "One Way" Walk-up "" ""
13 "One Way" "Annual Pass" "" ""
9 "One Way" Walk-up "" ""
13 "One Way" Walk-up "" ""
4 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
15 "One Way" "Monthly Pass" "" ""
118 "Round Trip" "One Day Pass" "" ""
16 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
1440 "One Way" "One Day Pass" "" ""
48 "One Way" "Monthly Pass" "" ""
8 "Round Trip" "Monthly Pass" "" ""
48 "One Way" Walk-up "" ""
269 "One Way" Walk-up "" ""
12 "Round Trip" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
46 "One Way" Walk-up "" ""
46 "One Way" Walk-up "" ""
95 "One Way" Walk-up "" ""
94 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
57 "Round Trip" "One Day Pass" "" ""
121 "One Way" Walk-up "" ""
121 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
10 "One Way" Walk-up "" ""
19 "One Way" "Monthly Pass" "" ""
53 "One Way" "One Day Pass" "" ""
23 "Round Trip" Walk-up "" ""
18 "Round Trip" Walk-up "" ""
28 "One Way" "Annual Pass" "" ""
78 "One Way" Walk-up "" ""
7 "One Way" Walk-up "" ""
42 "One Way" "One Day Pass" "" ""
80 "Round Trip" Walk-up "" ""
7 "One Way" Walk-up "" ""
33 "Round Trip" Walk-up "" ""
15 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
12 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
33 "One Way" "One Day Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
21 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
5 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
24 "One Way" "One Day Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
31 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
2 "Round Trip" "Monthly Pass" "" ""
259 "Round Trip" Walk-up "" ""
18 "Round Trip" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
53 "Round Trip" Walk-up "" ""
9 "One Way" Walk-up "" ""
16 "One Way" "Monthly Pass" "" ""
107 "One Way" Walk-up "" ""
30 "One Way" "Monthly Pass" "" ""
9 "One Way" Walk-up "" ""
53 "One Way" Walk-up "" ""
24 "One Way" "One Day Pass" "" ""
52 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
112 "Round Trip" Walk-up "" ""
3 "Round Trip" Walk-up "" ""
18 "One Way" Walk-up "" ""
13 "One Way" "Monthly Pass" "" ""
108 "Round Trip" Walk-up "" ""
102 "Round Trip" Walk-up "" ""
39 "Round Trip" Walk-up "" ""
7 "One Way" Walk-up "" ""
31 "Round Trip" Walk-up "" ""
11 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
10 "Round Trip" Walk-up "" ""
27 "Round Trip" "Monthly Pass" "" ""
24 "One Way" "One Day Pass" "" ""
6 "One Way" "Annual Pass" "" ""
15 "One Way" "One Day Pass" "" ""
9 "One Way" "Annual Pass" "" ""
8 "One Way" Walk-up "" ""
42 "Round Trip" Walk-up "" ""
7 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
11 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
13 "One Way" "Annual Pass" "" ""
10 "One Way" "One Day Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
33 "One Way" "One Day Pass" "" ""
28 "One Way" Walk-up "" ""
27 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
4 "One Way" "One Day Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
36 "Round Trip" "One Day Pass" "" ""
43 "Round Trip" Walk-up "" ""
66 "One Way" Walk-up "" ""
64 "One Way" Walk-up "" ""
9 "One Way" Walk-up "" ""
37 "One Way" Walk-up "" ""
11 "One Way" "One Day Pass" "" ""
10 "One Way" "One Day Pass" "" ""
1440 "One Way" Walk-up "" ""
8 "One Way" Walk-up "" ""
53 "One Way" "Monthly Pass" "" ""
15 "One Way" Walk-up "" ""
614 "One Way" Walk-up "" ""
34 "One Way" Walk-up "" ""
12 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
18 "One Way" "One Day Pass" "" ""
85 "Round Trip" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
35 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
34 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
27 "One Way" "Monthly Pass" "" ""
32 "One Way" Walk-up "" ""
31 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
19 "Round Trip" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
18 "Round Trip" Walk-up "" ""
18 "Round Trip" Walk-up "" ""
17 "Round Trip" Walk-up "" ""
58 "One Way" Walk-up "" ""
55 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
29 "Round Trip" "One Day Pass" "" ""
47 "Round Trip" Walk-up "" ""
24 "Round Trip" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
36 "One Way" Walk-up "" ""
13 "Round Trip" "One Day Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
12 "One Way" Walk-up "" ""
14 "Round Trip" "Monthly Pass" "" ""
30 "Round Trip" Walk-up "" ""
5 "One Way" "Flex Pass" "" ""
16 "Round Trip" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
4 "One Way" "Annual Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
15 "One Way" "Annual Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
4 "One Way" "One Day Pass" "" ""
4 "One Way" "One Day Pass" "" ""
45 "One Way" Walk-up "" ""
44 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
34 "One Way" Walk-up "" ""
5 "One Way" Walk-up "" ""
28 "One Way" "Monthly Pass" "" ""
32 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
31 "One Way" Walk-up "" ""
29 "Round Trip" "One Day Pass" "" ""
95 "Round Trip" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
31 "Round Trip" Walk-up "" ""
26 "Round Trip" Walk-up "" ""
30 "Round Trip" Walk-up "" ""
14 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
26 "Round Trip" Walk-up "" ""
101 "Round Trip" Walk-up "" ""
10 "One Way" "Monthly Pass" "" ""
23 "Round Trip" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
141 "One Way" Walk-up "" ""
141 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
40 "One Way" Walk-up "" ""
39 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
38 "One Way" Walk-up "" ""
106 "One Way" Walk-up "" ""
121 "One Way" Walk-up "" ""
105 "One Way" Walk-up "" ""
120 "One Way" Walk-up "" ""
120 "One Way" Walk-up "" ""
119 "One Way" Walk-up "" ""
35 "One Way" Walk-up "" ""
36 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
6 "One Way" "One Day Pass" "" ""
12 "One Way" Walk-up "" ""
5 "One Way" "One Day Pass" "" ""
12 "One Way" Walk-up "" ""
13 "One Way" "Monthly Pass" "" ""
116 "Round Trip" Walk-up "" ""
115 "Round Trip" Walk-up "" ""
25 "One Way" "Annual Pass" "" ""
114 "Round Trip" Walk-up "" ""
113 "Round Trip" Walk-up "" ""
26 "Round Trip" "One Day Pass" "" ""
112 "Round Trip" Walk-up "" ""
525 "Round Trip" Walk-up "" ""
7 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
4 "One Way" "Annual Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
17 "Round Trip" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
24 "One Way" Walk-up "" ""
5 "One Way" Walk-up "" ""
13 "One Way" "Annual Pass" "" ""
20 "One Way" "One Day Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
4 "One Way" "Annual Pass" "" ""
3 "One Way" "Annual Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
25 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
10 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
11 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
12 "One Way" Walk-up "" ""
11 "One Way" Walk-up "" ""
9 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
22 "One Way" "One Day Pass" "" ""
6 "One Way" Walk-up "" ""
5 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
24 "One Way" "Monthly Pass" "" ""
27 "One Way" Walk-up "" ""
5 "One Way" "One Day Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
43 "One Way" Walk-up "" ""
43 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
22 "One Way" "One Day Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
12 "One Way" Walk-up "" ""
12 "One Way" Walk-up "" ""
11 "One Way" "Monthly Pass" "" ""
35 "One Way" Walk-up "" ""
6 "One Way" Walk-up "" ""
34 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
27 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
20 "Round Trip" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
16 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
2 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
5 "One Way" "Annual Pass" "" ""
14 "Round Trip" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
65 "One Way" Walk-up "" ""
64 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
20 "Round Trip" Walk-up "" ""
13 "One Way" "Monthly Pass" "" ""
10 "One Way" "One Day Pass" "" ""
18 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
171 "Round Trip" Walk-up "" ""
9 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
18 "Round Trip" Walk-up "" ""
47 "Round Trip" Walk-up "" ""
17 "Round Trip" Walk-up "" ""
45 "Round Trip" Walk-up "" ""
16 "Round Trip" Walk-up "" ""
16 "One Way" "One Day Pass" "" ""
7 "One Way" Walk-up "" ""
13 "Round Trip" Walk-up "" ""
42 "Round Trip" Walk-up "" ""
35 "One Way" Walk-up "" ""
33 "Round Trip" Walk-up "" ""
11 "Round Trip" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
12 "One Way" Walk-up "" ""
9 "One Way" Walk-up "" ""
14 "Round Trip" "One Day Pass" "" ""
45 "One Way" "One Day Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
20 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
19 "One Way" Walk-up "" ""
11 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
18 "One Way" Walk-up "" ""
26 "One Way" "One Day Pass" "" ""
35 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
47 "One Way" Walk-up "" ""
28 "One Way" "Monthly Pass" "" ""
18 "Round Trip" "Monthly Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
3 "One Way" "Flex Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
33 "Round Trip" Walk-up "" ""
15 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
6 "One Way" "One Day Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
31 "One Way" Walk-up "" ""
75 "Round Trip" Walk-up "" ""
5 "One Way" "Annual Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
72 "Round Trip" Walk-up "" ""
16 "One Way" "Monthly Pass" "" ""
1130 "Round Trip" Walk-up "" ""
16 "One Way" "One Day Pass" "" ""
16 "One Way" "One Day Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
4 "One Way" "One Day Pass" "" ""
7 "One Way" "Annual Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
15 "One Way" "One Day Pass" "" ""
27 "One Way" "One Day Pass" "" ""
31 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
8 "One Way" "One Day Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
12 "One Way" "Annual Pass" "" ""
24 "Round Trip" "One Day Pass" "" ""
10 "One Way" "One Day Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
38 "One Way" "Monthly Pass" "" ""
19 "One Way" Walk-up "" ""
16 "One Way" "One Day Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
31 "One Way" "One Day Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
25 "One Way" "Monthly Pass" "" ""
14 "One Way" "Annual Pass" "" ""
31 "Round Trip" "One Day Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
39 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
14 "One Way" Walk-up "" ""
13 "One Way" Walk-up "" ""
35 "One Way" Walk-up "" ""
20 "Round Trip" "Monthly Pass" "" ""
13 "Round Trip" "Monthly Pass" "" ""
63 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
23 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
20 "One Way" "One Day Pass" "" ""
24 "One Way" "Monthly Pass" "" ""
17 "One Way" "One Day Pass" "" ""
70 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
17 "Round Trip" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
767 "Round Trip" Walk-up "" ""
29 "One Way" "One Day Pass" "" ""
7 "One Way" Walk-up "" ""
16 "One Way" Walk-up "" ""
15 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
3 "One Way" Walk-up "" ""
5 "Round Trip" "Monthly Pass" "" ""
11 "One Way" Walk-up "" ""
2 "One Way" "Monthly Pass" "" ""
12 "One Way" Walk-up "" ""
16 "One Way" "Annual Pass" "" ""
105 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
9 "One Way" "One Day Pass" "" ""
7 "One Way" "Annual Pass" "" ""
10 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
25 "One Way" "One Day Pass" "" ""
12 "One Way" "Flex Pass" "" ""
21 "One Way" Walk-up "" ""
917 "One Way" Walk-up "" ""
22 "One Way" Walk-up "" ""
116 "One Way" "Monthly Pass" "" ""
18 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
16 "One Way" Walk-up "" ""
18 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
24 "One Way" "Monthly Pass" "" ""
57 "One Way" Walk-up "" ""
10 "One Way" Walk-up "" ""
11 "One Way" Walk-up "" ""
56 "One Way" Walk-up "" ""
54 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
28 "One Way" "One Day Pass" "" ""
51 "One Way" Walk-up "" ""
12 "One Way" "Monthly Pass" "" ""
17 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
2 "Round Trip" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
5 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
9 "One Way" Walk-up "" ""
28 "Round Trip" "One Day Pass" "" ""
12 "One Way" "Annual Pass" "" ""
10 "One Way" "Annual Pass" "" ""
17 "One Way" Walk-up "" ""
14 "One Way" Walk-up "" ""
15 "One Way" Walk-up "" ""
224 "One Way" Walk-up "" ""
217 "One Way" Walk-up "" ""
217 "One Way" Walk-up "" ""
216 "One Way" Walk-up "" ""
20 "One Way" "Monthly Pass" "" ""
10 "One Way" Walk-up "" ""
26 "Round Trip" "One Day Pass" "" ""
2 "One Way" "Annual Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
15 "One Way" Walk-up "" ""
14 "One Way" Walk-up "" ""
12 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
