Rank "School" "ROI" "Cost" "GradRate" "Years" "Loan"
1289 "Smith College(Private)" 135000 254000 89 4 18600
1289 "University of North Carolina School of the Arts(Out-of-State)" 135000 150000 62 4 28700
1293 "Champlain College(Private)" 134000 205000 62 4 39200
1293 "Southeast Missouri State University(In-State)" 134000 79700 49 5 24300
1293 "Southern Oregon University(In-State)" 134000 94400 39 5 24300
1296 "Appalachian State University(Out-of-State)" 133000 130000 72 4 22500
1296 "Chicago State University(In-State)" 133000 96500 16 6 20200
1296 "Northeastern State University(Out-of-State)" 133000 91400 27 5 20500
1296 "Universidad del Sagrado Corazon(Private)" 133000 80300 35 5 13500
1296 "University of Wisconsin-Superior(In-State)" 133000 75100 43 5 29200
1296 "Western Oregon University(In-State)" 133000 92100 39 5 23500
1296 "William Penn University(Private)" 133000 141000 33 5 30300
1296 "Winthrop University(In-State)" 133000 106000 58 4 28100
1304 "Emporia State University(In-State)" 132000 71900 44 5 41500
1304 "Georgia Southwestern State University(In-State)" 132000 79200 32 5 22000
1304 "Lycoming College(Private)" 132000 196000 72 4 32600
1304 "Mississippi College(Private)" 132000 117000 59 4 23100
1304 "Mount Saint Joseph University(Private)" 132000 151000 52 4 24400
1304 "University of Southern Maine(Out-of-State)" 132000 136000 34 5 27600
1310 "Paul Quinn College(Private)" 131000 88100 8 5 8500
1310 "University of Arkansas at Monticello(In-State)" 131000 69000 22 5 20700
1310 "William Carey University(Private)" 131000 104000 46 4 18600
1313 "Fairmont State University(Out-of-State)" 130000 103000 28 5 28300
1313 "Maryville University of Saint Louis(Private)" 130000 179000 75 4 25600
1313 "Southern Wesleyan University(Private)" 130000 141000 60 4 27300
1316 "New Mexico Highlands University(In-State)" 129000 67900 22 5 20000
1316 "Ohio Dominican University(Private)" 129000 174000 37 4 25000
1316 "SUNY College at Plattsburgh(Out-of-State)" 129000 129000 63 4 27300
1316 "Wheeling Jesuit University(Private)" 129000 150000 58 4 31200
1320 "Benedictine College(Private)" 128000 160000 63 4 28600
1320 "Colorado College(Private)" 128000 248000 87 4 19100
1320 "Minot State University(In-State)" 128000 66800 43 5 21900
1320 "Minot State University(Out-of-State)" 128000 66800 43 5 21900
1320 "University of Mary Hardin-Baylor(Private)" 128000 149000 48 4 26800
1320 "University of Puerto Rico-Rio Piedras(Out-of-State)" 128000 68500 53 5 13800
1326 "Cameron University(Out-of-State)" 127000 95000 19 5 21000
1326 "College of Charleston(In-State)" 127000 111000 69 4 28600
1326 "Kutztown University of Pennsylvania(In-State)" 127000 95100 55 5 31800
1326 "Madonna University(Private)" 127000 122000 58 5 24100
1326 "Montana State University-Northern(Out-of-State)" 127000 114000 26 5 20500
1326 "University of Southern Indiana(Out-of-State)" 127000 115000 38 5 28900
1326 "University of Wisconsin-Stevens Point(Out-of-State)" 127000 101000 63 5 26200
1333 "Armstrong State University(Out-of-State)" 126000 136000 33 5 23500
1333 "Northern Michigan University(In-State)" 126000 84600 46 5 26600
1333 "Reed College(Private)" 126000 253000 78 4 22700
1333 "University of Illinois at Springfield(In-State)" 126000 97100 50 4 21800
1337 "The University of Tennessee-Chattanooga(Out-of-State)" 125000 151000 44 5 12200
1337 "University of Dallas(Private)" 125000 204000 67 4 33700
1337 "Virginia State University(In-State)" 125000 85300 44 5 30600
1340 "Cornell College(Private)" 124000 206000 68 4 36600
1340 "Rockford University(Private)" 124000 162000 49 4 28400
1342 "Longwood University(Out-of-State)" 123000 156000 65 4 27800
1342 "Mount Vernon Nazarene University(Private)" 123000 148000 58 4 27700
1342 "New England College(Private)" 123000 202000 38 4 37800
1342 "Northwestern State University of Louisiana(Out-of-State)" 123000 122000 35 5 23700
1342 "The University of Montana(Out-of-State)" 123000 142000 45 5 24400
1347 "Avila University(Private)" 122000 151000 45 5 26500
1347 "Cleveland Institute of Art(Private)" 122000 221000 63 4 27500
1347 "Kentucky State University(Out-of-State)" 122000 112000 20 6 24500
1347 "Texas Lutheran University(Private)" 122000 159000 52 5 25100
1347 "Valdosta State University(In-State)" 122000 81800 36 5 21600
1347 "Westminster College (Pennsylvania)(Private)" 122000 184000 71 4 36800
1353 "Northwestern Oklahoma State University(In-State)" 121000 60700 26 5 17700
1353 "Ursuline College(Private)" 121000 162000 52 5 28400
1355 "Alverno College(Private)" 120000 147000 42 5 27300
1355 "California University of Pennsylvania(Out-of-State)" 120000 117000 50 4 28600
1355 "Francis Marion University(In-State)" 120000 87300 40 5 20000
1355 "Goucher College(Private)" 120000 225000 62 4 26600
1355 "Middle Tennessee State University(Out-of-State)" 120000 152000 43 5 22300
1355 "Texas Wesleyan University(Private)" 120000 153000 30 5 28600
1355 "University of North Alabama(Out-of-State)" 120000 96100 43 5 16100
1355 "University of Pittsburgh-Greensburg(In-State)" 120000 108000 58 5 30500
1355 "Wheaton College (Massachusetts)(Private)" 120000 244000 79 4 28400
1364 "Brescia University(Private)" 119000 126000 27 5 18500
1364 "California Baptist University(Private)" 119000 173000 60 4 32900
1364 "Cornerstone University(Private)" 119000 151000 54 4 36100
1364 "Johnson & Wales University-Denver(Private)" 119000 175000 64 4 31500
1364 "Morningside College(Private)" 119000 162000 54 4 33000
1364 "SUNY College at Brockport(Out-of-State)" 119000 127000 68 4 31500
1364 "University of Wisconsin-Green Bay(In-State)" 119000 74200 49 5 24700
1371 "Eureka College(Private)" 118000 125000 52 4 27800
1371 "Franklin College(Private)" 118000 166000 66 4 30400
1371 "Hardin-Simmons University(Private)" 118000 142000 52 4 35500
1371 "Heidelberg University(Private)" 118000 161000 49 4 31800
1371 "Mayville State University(In-State)" 118000 68500 31 5 26000
1371 "New Mexico Highlands University(Out-of-State)" 118000 78700 22 5 20000
1371 "Piedmont College(Private)" 118000 141000 50 4 24200
1371 "The University of Tennessee-Martin(In-State)" 118000 77500 50 5 26000
1371 "University of Maine at Fort Kent(In-State)" 118000 75600 35 5 28300
1380 "Johnson & Wales University-Providence(Private)" 117000 177000 62 4 36700
1380 "Luther College(Private)" 117000 202000 79 4 33900
1380 "Nicholls State University(Out-of-State)" 117000 124000 47 5 21600
1380 "North Park University(Private)" 117000 149000 53 4 25800
1384 "North Carolina Central University(In-State)" 116000 78900 43 5 26900
1384 "Palm Beach Atlantic University(Private)" 116000 165000 51 4 24800
1384 "Tennessee Wesleyan College(Private)" 116000 130000 46 4 23200
1384 "The Evergreen State College(Out-of-State)" 116000 145000 56 4 22700
1384 "The University of West Florida(Out-of-State)" 116000 130000 49 5 26000
1389 "Missouri Western State University(Out-of-State)" 115000 98000 31 5 23500
1389 "Montana State University-Billings(Out-of-State)" 115000 121000 24 5 21100
1389 "SUNY College of Agriculture and Technology at Cobleskill(In-State)" 115000 94300 41 4 26800
1389 "Western Carolina University(Out-of-State)" 115000 119000 57 5 23200
1393 "Centenary College of Louisiana(Private)" 114000 196000 47 4 34700
1393 "Central Methodist University-College of Liberal Arts and Sciences(Private)" 114000 139000 46 4 28600
1393 "College of Saint Benedict(Private)" 114000 210000 84 4 39500
1393 "Culinary Institute of America(Private)" 114000 174000 73 "" 42300
1393 "Eastern Oregon University(Out-of-State)" 114000 126000 31 5 25200
1393 "MacMurray College(Private)" 114000 138000 23 5 37200
1393 "Marshall University(Out-of-State)" 114000 114000 45 5 23100
1393 "University of North Carolina Wilmington(Out-of-State)" 114000 141000 72 4 26400
1393 "Xavier University of Louisiana(Private)" 114000 135000 42 5 25800
1402 "Averett University(Private)" 113000 167000 42 4 26100
1402 "Southeast Missouri State University(Out-of-State)" 113000 101000 49 5 24300
1402 "Southwest Minnesota State University(Out-of-State)" 113000 80000 50 6 31200
1402 "Southwest Minnesota State University(In-State)" 113000 80000 50 6 31200
1402 "Tiffin University(Private)" 113000 144000 34 4 33100
1402 "University of Nebraska at Kearney(Out-of-State)" 113000 107000 57 5 23900
1408 "Hope College(Private)" 112000 168000 79 4 31000
1408 "Lubbock Christian University(Private)" 112000 130000 39 4 44600
1408 "Oklahoma Baptist University(Private)" 112000 142000 57 4 25800
1408 "Presbyterian College(Private)" 112000 195000 63 4 26100
1412 "Capital University(Private)" 111000 183000 59 4 30800
1412 "Huntingdon College(Private)" 111000 141000 39 4 30900
1412 "Murray State University(Out-of-State)" 111000 132000 49 5 33200
1412 "Saint John Fisher College(Private)" 111000 175000 73 4 35000
1416 "Mansfield University of Pennsylvania(In-State)" 110000 100000 51 5 35200
1416 "Rollins College(Private)" 110000 254000 72 4 28800
1416 "Wartburg College(Private)" 110000 192000 69 4 31700
1416 "Webber International University(Private)" 110000 155000 29 4 26100
1420 "Alvernia University(Private)" 109000 181000 53 4 40000
1420 "Belmont University(Private)" 109000 184000 70 4 31400
1420 "Centenary College(Private)" 109000 182000 60 4 33700
1420 "Indiana University-South Bend(Out-of-State)" 109000 122000 30 5 20300
1424 "Andrews University(Private)" 108000 149000 63 5 37900
1424 "Fort Lewis College(Out-of-State)" 108000 138000 45 5 23400
1424 "Mayville State University(Out-of-State)" 108000 78500 31 5 26000
1424 "Pfeiffer University(Private)" 108000 160000 38 4 39100
1424 "Sewanee-The University of the South(Private)" 108000 207000 82 4 21600
1424 "University of Arkansas at Monticello(Out-of-State)" 108000 92500 22 5 20700
1424 "Western State Colorado University(In-State)" 108000 85300 45 5 27500
1424 "Wisconsin Lutheran College(Private)" 108000 154000 61 4 26400
1432 "Chaminade University of Honolulu(Private)" 107000 149000 57 5 23400
1432 "Plymouth State University(Out-of-State)" 107000 141000 55 4 35400
1432 "William Jessup University(Private)" 107000 164000 65 4 25300
1435 "Chicago State University(Out-of-State)" 106000 124000 16 6 20200
1435 "Hanover College(Private)" 106000 187000 71 4 27700
1435 "University of West Georgia(Out-of-State)" 106000 130000 41 5 24200
1438 "Gordon College(Private)" 105000 188000 70 4 29200
1438 "Liberty University(Private)" 105000 141000 51 5 28000
1438 "Northern Michigan University(Out-of-State)" 105000 106000 46 5 26600
1438 "Wilmington College(Private)" 105000 159000 56 4 36700
1442 "Austin Peay State University(Out-of-State)" 104000 149000 38 5 21600
1442 "Erskine College(Private)" 104000 196000 63 4 26400
1442 "South Carolina State University(In-State)" 104000 113000 38 5 27500
1445 "Lourdes University(Private)" 103000 131000 28 5 27800
1445 "West Virginia Wesleyan College(Private)" 103000 169000 50 4 26700
1447 "Point Park University(Private)" 102000 167000 58 4 33400
1447 "Silver Lake College of the Holy Family(Private)" 102000 154000 44 4 32100
1447 "University of Maine at Fort Kent(Out-of-State)" 102000 92400 35 5 28300
1447 "University of Wisconsin-Superior(Out-of-State)" 102000 105000 43 5 29200
1447 "Wingate University(Private)" 102000 165000 54 4 26200
1452 "Lincoln Christian University(Private)" 101000 107000 61 4 26300
1452 "St. John's College(Private)" 101000 246000 49 4 26900
1454 "East Tennessee State University(In-State)" 100000 93500 40 5 21800
1454 "Wayne State College(In-State)" 100000 65400 48 5 21000
1456 "East Stroudsburg University of Pennsylvania(Out-of-State)" 99900 129000 57 5 33300
1456 "Valley City State University(In-State)" 99900 70400 35 5 24700
1458 "Columbia College-Chicago(Private)" 99800 167000 45 4 31000
1459 "SUNY Buffalo State(In-State)" 99700 92000 50 5 23700
1460 "Bethel College-North Newton(Private)" 99200 150000 53 4 21900
1461 "Belhaven University(Private)" 99000 135000 36 4 24800
1462 "Lynchburg College(Private)" 98500 188000 56 4 27600
1462 "SUNY at Fredonia(In-State)" 98500 91000 62 4 32000
1462 "Southern Arkansas University Main Campus(In-State)" 98500 82800 35 5 21000
1465 "Oberlin College(Private)" 98400 262000 85 4 23800
1466 "University of South Carolina-Beaufort(Out-of-State)" 97900 129000 24 5 25800
1467 "Massachusetts College of Liberal Arts(In-State)" 97800 90300 53 4 22400
1468 "Tusculum College(Private)" 97700 145000 41 5 23900
1469 "Lander University(In-State)" 97000 90700 43 4 24500
1470 "SUNY College at Cortland(Out-of-State)" 96900 133000 74 4 29800
1470 "Waynesburg University(Private)" 96900 133000 60 4 29900
1472 "Wilberforce University(Private)" 96400 102000 21 5 34500
1473 "Ball State University(Out-of-State)" 96300 154000 58 4 30700
1474 "Bethany College (West Virginia)(Private)" 96100 160000 41 4 23500
1475 "Pitzer College(Private)" 95800 259000 88 4 17400
1476 "Union University(Private)" 95600 188000 68 4 26500
1477 "San Francisco Art Institute(Private)" 95300 251000 40 4 26900
1478 "Methodist University(Private)" 95200 201000 39 5 30800
1479 "Auburn University at Montgomery(Out-of-State)" 95000 124000 23 6 22100
1479 "College of Saint Mary(Private)" 95000 155000 40 4 26200
1481 "Hendrix College(Private)" 94800 221000 69 4 27300
1482 "Northwestern Oklahoma State University(Out-of-State)" 94700 86500 26 5 17700
1483 "Bethel University (Tennessee)(Private)" 94500 122000 35 5 24100
1484 "Lewis & Clark College(Private)" 94400 234000 79 4 26900
1485 "Cumberland University(Private)" 94200 139000 55 5 21800
1485 "Knox College(Private)" 94200 208000 77 4 28100
1487 "The College of New Rochelle(Private)" 93900 200000 35 5 20900
1488 "Concord University(In-State)" 93700 75000 34 5 23200
1489 "Crown College(Private)" 93600 146000 48 4 34300
1490 "Henderson State University(In-State)" 93400 79900 34 5 21400
1491 "Eastern Mennonite University(Private)" 93300 178000 62 4 35800
1492 "Judson University(Private)" 92800 163000 64 4 29400
1492 "Lee University(Private)" 92800 113000 50 4 25200
1494 "Georgia Southwestern State University(Out-of-State)" 91500 120000 32 5 22000
1495 "Georgia College and State University(Out-of-State)" 91000 176000 59 4 26900
1496 "Coe College(Private)" 90800 201000 67 4 31000
1497 "Georgetown College(Private)" 90600 184000 57 4 28800
1498 "LaGrange College(Private)" 90400 169000 47 4 33600
1498 "Randolph-Macon College(Private)" 90400 200000 59 4 35400
1500 "University of Illinois at Springfield(Out-of-State)" 90200 133000 50 4 21800
1501 "Randolph College(Private)" 89800 196000 60 4 30000
1502 "Ringling College of Art and Design(Private)" 89600 240000 69 4 44600
1503 "Concordia College at Moorhead(Private)" 88900 181000 73 4 39800
1504 "University of Wisconsin-Green Bay(Out-of-State)" 88700 105000 49 5 24700
1505 "Spring Arbor University(Private)" 88500 145000 54 5 31300
1506 "Rocky Mountain College(Private)" 88100 150000 48 4 25100
1507 "Corban University(Private)" 87900 169000 59 4 32600
1507 "Thiel College(Private)" 87900 173000 42 4 32900
1509 "Adams State University(In-State)" 87200 84200 25 5 27100
1509 "Arcadia University(Private)" 87200 218000 61 4 37000
1511 "Coastal Carolina University(Out-of-State)" 86700 150000 42 5 36100
1512 "Catawba College(Private)" 86500 170000 53 4 25400
1512 "Drury University(Private)" 86500 147000 58 4 34100
1512 "Florida Southern College(Private)" 86500 176000 59 4 28100
1515 "West Virginia State University(In-State)" 86300 81400 29 5 30300
1516 "Indiana University-Southeast(In-State)" 86000 79300 32 5 20600
1517 "Virginia State University(Out-of-State)" 85500 125000 44 5 30600
1518 "Kutztown University of Pennsylvania(Out-of-State)" 84900 138000 55 5 31800
1518 "Milwaukee Institute of Art & Design(Private)" 84900 180000 60 4 32700
1520 "Greenville College(Private)" 84700 145000 47 4 27400
1520 "Southern Arkansas University Main Campus(Out-of-State)" 84700 96700 35 5 21000
1522 "Loyola University New Orleans(Private)" 84600 212000 55 4 31600
1523 "Midland University(Private)" 84400 160000 46 4 25500
1524 "Roanoke College(Private)" 84300 218000 63 4 35300
1525 "Carlow University(Private)" 83900 160000 57 4 29600
1526 "Northern State University(In-State)" 83700 79100 46 5 26000
1527 "Wesley College(Private)" 83500 159000 22 5 28800
1528 "Defiance College(Private)" 83000 175000 42 5 38000
1529 "Wayne State College(Out-of-State)" 82900 83000 48 5 21000
1530 "Emporia State University(Out-of-State)" 82400 122000 44 5 41500
1531 "Southwest Baptist University(Private)" 82200 128000 48 4 28000
1532 "Francis Marion University(Out-of-State)" 82000 125000 40 5 20000
1533 "Delta State University(In-State)" 81700 75100 35 5 30600
1533 "Delta State University(Out-of-State)" 81700 75100 35 5 30600
1535 "Fisk University(Private)" 81600 151000 32 4 26500
1536 "University of North Carolina at Greensboro(Out-of-State)" 81400 136000 54 5 23300
1537 "Chadron State College(In-State)" 80900 72500 43 5 19000
1537 "University of Mobile(Private)" 80900 139000 48 5 26800
1537 "Winthrop University(Out-of-State)" 80900 159000 58 4 28100
1540 "Chadron State College(Out-of-State)" 80800 72600 43 5 19000
1541 "Sul Ross State University(In-State)" 80500 76700 16 4 22800
1542 "Bluffton University(Private)" 80100 174000 49 4 32800
1542 "Mount Aloysius College(Private)" 80100 144000 38 5 35500
1544 "Muskingum University(Private)" 79700 152000 54 4 33000
1545 "Norfolk State University(In-State)" 79500 91700 35 4 28600
1546 "Southern Oregon University(Out-of-State)" 79400 149000 39 5 24300
1546 "Sweet Briar College(Private)" 79400 204000 61 4 25500
1548 "Valdosta State University(Out-of-State)" 79200 124000 36 5 21600
1548 "Western Oregon University(Out-of-State)" 79200 146000 39 5 23500
1550 "Sarah Lawrence College(Private)" 79000 266000 82 4 19400
1551 "Springfield College(Private)" 78700 194000 70 4 37300
1552 "Bard College(Private)" 78100 263000 78 4 29400
1553 "University of Arkansas at Pine Bluff(In-State)" 77700 69800 24 5 23600
1554 "Lock Haven University(In-State)" 77500 94100 48 4 33400
1555 "Lenoir-Rhyne University(Private)" 77400 185000 48 4 25600
1556 "University of Pittsburgh-Greensburg(Out-of-State)" 76600 152000 58 5 30500
1557 "SUNY College of Agriculture and Technology at Cobleskill(Out-of-State)" 76500 133000 41 4 26800
1558 "University of the Ozarks(Private)" 76100 146000 42 4 40800
1559 "Freed-Hardeman University(Private)" 75900 134000 57 4 27700
1560 "Georgian Court University(Private)" 75800 185000 42 5 34400
1561 "Houghton College(Private)" 75600 165000 72 4 30800
1562 "Grace College and Theological Seminary(Private)" 75100 135000 61 4 28300
1563 "Clark Atlanta University(Private)" 75000 147000 38 5 29500
1564 "Lincoln University (Missouri)(In-State)" 74900 68200 22 5 25600
1565 "Edinboro University of Pennsylvania(In-State)" 74100 89000 44 5 28000
1566 "Northern State University(Out-of-State)" 73800 89100 46 5 26000
1566 "Quincy University(Private)" 73800 160000 51 4 27200
1568 "Illinois College(Private)" 73600 164000 68 4 31100
1569 "Carroll University(Private)" 73500 168000 63 4 35800
1570 "University of North Carolina at Asheville(In-State)" 73200 78300 62 5 22700
1571 "Simpson University(Private)" 73100 148000 47 4 34000
1572 "Bridgewater College(Private)" 72800 183000 66 4 33300
1573 "Lasell College(Private)" 71900 193000 51 4 35100
1574 "Anna Maria College(Private)" 71700 205000 39 4 40700
1575 "Mount Mary University(Private)" 71300 163000 43 5 22300
1576 "Gallaudet University(Private)" 70500 138000 43 5 21800
1577 "Elmira College(Private)" 70100 210000 60 4 23700
1578 "The University of Tennessee-Martin(Out-of-State)" 70000 125000 50 5 26000
1579 "Moody Bible Institute(Private)" 69800 105000 61 4 34700
1580 "North Carolina Central University(Out-of-State)" 69600 125000 43 5 26900
1581 "Stetson University(Private)" 69400 227000 64 4 31800
1582 "Mansfield University of Pennsylvania(Out-of-State)" 69200 141000 51 5 35200
1583 "Malone University(Private)" 69100 161000 53 4 30600
1583 "West Liberty University(In-State)" 69100 84100 43 5 41900
1585 "Earlham College(Private)" 68700 222000 71 4 26600
1585 "University of Hawaii at Hilo(In-State)" 68700 80500 35 5 24800
1587 "Le Moyne-Owen College(Private)" 68000 74600 14 6 36000
1588 "Henderson State University(Out-of-State)" 67500 106000 34 5 21400
1589 "Millikin University(Private)" 66600 173000 60 4 31200
1590 "Ashland University(Private)" 66500 143000 63 4 35300
1590 "Midway University(Private)" 66500 153000 65 4 29300
1592 "Newbury College(Private)" 66200 190000 42 4 24600
1593 "Valley City State University(Out-of-State)" 66000 104000 35 5 24700
1594 "Western State Colorado University(Out-of-State)" 65800 128000 45 5 27500
1595 "Flagler College-St Augustine(Private)" 65600 123000 60 4 28700
1596 "South Carolina State University(Out-of-State)" 65500 152000 38 5 27500
1597 "Barton College(Private)" 65400 168000 52 4 26400
1598 "Bethel College-Indiana(Private)" 65300 150000 65 4 30500
1599 "Edinboro University of Pennsylvania(Out-of-State)" 65000 98100 44 5 28000
1600 "Maryland Institute College of Art(Private)" 64700 232000 73 4 36200
1601 "Bethune-Cookman University(Private)" 64100 110000 33 5 28100
1602 "Cedar Crest College(Private)" 63800 191000 56 4 32500
1603 "The Sage Colleges(Private)" 63000 174000 58 4 28000
1604 "Southwestern Assemblies of God University(Private)" 62800 131000 41 5 25700
1605 "Lyon College(Private)" 62500 143000 39 4 27800
1606 "Chestnut Hill College(Private)" 62200 188000 48 4 34800
1607 "Concord University(Out-of-State)" 62100 107000 34 5 23200
1608 "Massachusetts College of Liberal Arts(Out-of-State)" 62000 126000 53 4 22400
1609 "Glenville State College(In-State)" 61800 88700 35 5 25500
1610 "Grambling State University(In-State)" 61100 98000 34 4 25700
1610 "Reinhardt University(Private)" 61100 138000 32 4 41000
1612 "SUNY Buffalo State(Out-of-State)" 60900 131000 50 5 23700
1613 "Castleton University(In-State)" 60700 91500 48 4 37900
1614 "Southern University at New Orleans(In-State)" 60500 70000 16 5 19400
1615 "Missouri Baptist University(Private)" 60000 142000 36 4 26800
1616 "Northwest Christian University(Private)" 59800 155000 51 4 23500
1616 "Rochester College(Private)" 59800 120000 26 5 25700
1618 "SUNY at Fredonia(Out-of-State)" 59700 130000 62 4 32000
1619 "Judson College(Private)" 59600 121000 33 4 26300
1620 "Lander University(Out-of-State)" 59500 128000 43 4 24500
1621 "Delaware Valley University(Private)" 59400 200000 57 4 41400
1622 "Olivet College(Private)" 59100 145000 48 4 35900
1623 "Johnson & Wales University-Charlotte(Private)" 58800 178000 57 5 33100
1624 "Medaille College(Private)" 58700 160000 43 4 26600
1625 "Lyndon State College(In-State)" 58500 91600 38 5 32900
1626 "Kansas Wesleyan University(Private)" 58300 156000 36 5 31900
1627 "Berry College(Private)" 57800 183000 66 4 31200
1628 "College of Charleston(Out-of-State)" 57700 180000 69 4 28600
1629 "Cornish College of the Arts(Private)" 57500 207000 48 4 29800
1630 "University of Maine at Farmington(In-State)" 57200 86300 56 4 26800
1631 "The College of Saint Rose(Private)" 57000 177000 60 4 30700
1632 "Niagara University(Private)" 55900 177000 67 4 33900
1633 "The University of Virginia's College at Wise(In-State)" 55800 91600 44 5 26100
1634 "San Diego Christian College(Private)" 55300 172000 52 4 38700
1635 "University of Arkansas at Pine Bluff(Out-of-State)" 54400 93100 24 5 23600
1636 "Ohio Christian University(Private)" 54300 134000 34 4 28700
1637 "Gardner-Webb University(Private)" 53800 161000 45 4 28000
1638 "William Peace University(Private)" 53700 162000 42 4 24100
1639 "West Virginia State University(Out-of-State)" 52600 115000 29 5 30300
1640 "Clarke University(Private)" 52400 171000 61 4 32400
1641 "University of Sioux Falls(Private)" 52200 149000 53 4 30000
1642 "University of Charleston(Private)" 51900 153000 40 4 26900
1643 "Finlandia University(Private)" 51800 136000 29 5 36300
1644 "Hope International University(Private)" 51600 168000 43 4 26500
1644 "University of North Carolina at Pembroke(In-State)" 51600 73700 36 5 22200
1646 "SUNY College at Potsdam(In-State)" 51400 89400 52 4 26100
1647 "Union College (Kentucky)(Private)" 50400 143000 27 4 26500
1648 "Southern University at New Orleans(Out-of-State)" 50300 80200 16 5 19400
1649 "Mississippi University for Women(In-State)" 49900 70800 46 5 22100
1649 "Stephens College(Private)" 49900 172000 48 4 29200
1651 "University of West Alabama(In-State)" 49700 76000 31 5 27800
1652 "Bluefield College(Private)" 49400 146000 32 4 25300
1652 "Lincoln University (Missouri)(Out-of-State)" 49400 93800 22 5 25600
1654 "University of Dubuque(Private)" 48900 151000 45 4 49200
1655 "Columbus College of Art and Design(Private)" 48300 179000 61 4 36400
1656 "Cincinnati Christian University(Private)" 48000 117000 41 5 24100
1657 "Greensboro College(Private)" 47900 160000 44 4 18300
1657 "Mary Baldwin College(Private)" 47900 167000 46 4 38300
1659 "Iowa Wesleyan University(Private)" 47800 158000 28 4 13200
1660 "Spring Hill College(Private)" 47700 198000 53 4 35200
1661 "Oral Roberts University(Private)" 47300 153000 57 4 38200
1662 "Anderson University (Indiana)(Private)" 46900 163000 58 4 27700
1663 "Savannah College of Art and Design(Private)" 45200 212000 67 4 40700
1664 "School of the Art Institute of Chicago(Private)" 45100 241000 66 5 38400
1665 "Morehead State University(In-State)" 44800 79800 45 5 23500
1666 "Adams State University(Out-of-State)" 44200 127000 25 5 27100
1666 "Sul Ross State University(Out-of-State)" 44200 113000 16 4 22800
1668 "Grace University(Private)" 43800 125000 66 4 28500
1669 "Lock Haven University(Out-of-State)" 43200 128000 48 4 33400
1670 "Goshen College(Private)" 43000 173000 68 4 26300
1671 "Calvary Bible College and Theological Seminary(Private)" 42400 74100 68 5 20400
1672 "Faulkner University(Private)" 41600 128000 33 5 23400
1673 "Evangel University(Private)" 41300 133000 55 4 24400
1674 "Southern Vermont College(Private)" 41200 146000 29 5 44600
1675 "Concordia University-Nebraska(Private)" 41000 148000 67 4 26800
1676 "Indiana University-Southeast(Out-of-State)" 40700 125000 32 5 20600
1677 "Lynn University(Private)" 40200 207000 45 4 35000
1678 "West Liberty University(Out-of-State)" 39900 113000 43 5 41900
1679 "University of Northwestern-St Paul(Private)" 39700 164000 63 4 31300
1680 "Maryville College(Private)" 39600 185000 55 4 26000
1681 "Johnson State College(In-State)" 39300 91600 35 5 29800
1682 "La Roche College(Private)" 38600 160000 55 4 29600
1683 "Savannah State University(In-State)" 37800 66900 27 5 27200
1684 "Hamline University(Private)" 37300 194000 59 4 34600
1685 "Alabama State University(In-State)" 36900 75300 22 5 26500
1686 "Guilford College(Private)" 36700 189000 61 4 25400
1687 "Sterling College(Private)" 36100 132000 45 4 24600
1688 "Virginia Wesleyan College(Private)" 35700 188000 44 4 29600
1689 "Kentucky Wesleyan College(Private)" 35500 139000 38 4 24200
1690 "Lincoln Memorial University(Private)" 35200 144000 64 4 16800
1691 "Point University(Private)" 34900 114000 34 4 21000
1692 "Berklee College of Music(Private)" 34800 241000 61 4 54900
1693 "East Tennessee State University(Out-of-State)" 34300 159000 40 5 21800
1694 "Dillard University(Private)" 34100 124000 39 4 32700
1695 "Howard Payne University(Private)" 33500 145000 41 4 33600
1696 "Charleston Southern University(Private)" 33400 149000 36 4 24900
1697 "Mount Marty College(Private)" 33300 145000 48 4 27800
1698 "Robert Morris University Illinois(Private)" 32800 166000 41 4 29300
1699 "Western New Mexico University(In-State)" 32600 85200 20 5 26900
1700 "Southeastern Bible College(Private)" 31300 81100 36 5 22900
1701 "Lake Erie College(Private)" 30500 168000 45 4 29900
1702 "Norfolk State University(Out-of-State)" 30000 141000 35 4 28600
1703 "Fayetteville State University(In-State)" 29500 59800 32 5 21300
1704 "Virginia Union University(Private)" 28200 115000 33 5 27700
1705 "Glenville State College(Out-of-State)" 27300 123000 35 5 25500
1706 "Jackson State University(In-State)" 26800 87200 38 5 26800
1707 "Elizabeth City State University(In-State)" 26000 53900 37 5 21800
1708 "Albany State University(In-State)" 25800 75500 31 5 24700
1708 "Johnson & Wales University-North Miami(Private)" 25800 177000 42 5 29200
1710 "Beloit College(Private)" 25700 215000 73 4 31200
1710 "Multnomah University(Private)" 25700 147000 48 4 22100
1712 "Grambling State University(Out-of-State)" 24500 135000 34 4 25700
1713 "Black Hills State University(In-State)" 23600 77500 39 5 27500
1714 "Northwestern College(Private)" 22500 165000 64 4 31700
1715 "Notre Dame College(Private)" 22300 163000 35 4 27700
1716 "University of West Alabama(Out-of-State)" 21900 104000 31 5 27800
1717 "University of Maine at Farmington(Out-of-State)" 21400 122000 56 4 26800
1718 "Culver-Stockton College(Private)" 21300 146000 47 4 36300
1719 "Edward Waters College(Private)" 21200 98100 26 5 25100
1720 "University of Hawaii at Hilo(Out-of-State)" 19500 130000 35 5 24800
1721 "Carson-Newman University(Private)" 19300 150000 49 4 24000
1722 "Southeastern University(Private)" 18500 141000 41 4 26500
1723 "Alcorn State University(In-State)" 16000 87100 31 5 25600
