"Trip.Seconds" Fare "Payment.Type"
480 7.25 Cash
420 5.75 Cash
420 6.5 Cash
540 6.75 Cash
480 7.5 "Credit Card"
1140 11.75 Cash
660 12.75 "Credit Card"
900 11.25 Cash
840 9.75 Cash
120 4.25 "Credit Card"
1020 22.75 Cash
748 8.75 Cash
1680 68.5 Cash
448 6.75 Cash
436 8.5 "Credit Card"
660 8 "Credit Card"
780 10.5 "Credit Card"
120 3.5 Cash
900 15.75 "Credit Card"
480 6.25 "Credit Card"
540 7.25 "Credit Card"
480 8.75 Cash
999 14 Cash
480 6.5 Cash
780 9.5 Cash
720 9.25 Cash
960 13.75 "Credit Card"
1200 19.75 "Credit Card"
360 5.75 "Credit Card"
780 9.25 "Credit Card"
600 7.5 Cash
480 6.25 Cash
660 9.25 "Credit Card"
2040 46.5 "Credit Card"
180 4.75 Cash
660 8.25 "Credit Card"
480 7 Cash
420 7 Cash
1260 14.25 Cash
360 5.75 "Credit Card"
1020 10.75 "Credit Card"
1140 15 "Credit Card"
780 19.5 "Credit Card"
1020 26.75 "Credit Card"
900 22.5 Cash
720 9.25 "Credit Card"
660 9.25 Cash
415 6.25 "Credit Card"
360 6 Cash
1260 28.5 Cash
720 9.25 Cash
900 9.75 Cash
1260 21.75 "Credit Card"
520 7.25 Cash
420 5.75 "Credit Card"
689 8 Cash
300 5.25 "Credit Card"
480 6.5 "Credit Card"
300 5.25 Cash
120 4.5 "Credit Card"
420 7.75 "Credit Card"
900 8 Cash
660 7.25 "Credit Card"
300 5.75 Cash
420 7.5 Cash
780 8.25 "Credit Card"
540 7.25 "Credit Card"
1080 11.5 "Credit Card"
2174 43.25 Cash
900 11 Cash
540 7 "Credit Card"
1842 43 "Credit Card"
420 6.25 Cash
660 9.25 Cash
600 6.5 Cash
2280 44.75 "Credit Card"
600 7.5 "Credit Card"
720 7.75 "Credit Card"
1622 45.25 "Credit Card"
660 9 "Credit Card"
180 4.5 Cash
1020 11 "Credit Card"
240 5.25 Cash
1182 7.25 Cash
900 12.75 "Credit Card"
788 9 Cash
324 6 Cash
441 6.5 "Credit Card"
1 7.5 Cash
480 7.25 "Credit Card"
256 5.5 Cash
780 7.5 "Credit Card"
1055 23.75 "Credit Card"
1560 31 "Credit Card"
2205 45.25 "Credit Card"
660 9 "Credit Card"
840 11.25 Cash
706 12 Cash
300 5.75 "Credit Card"
900 10.25 "Credit Card"
2026 43.75 "Credit Card"
300 5.5 Cash
240 5 Cash
382 5.75 Cash
240 5.5 Cash
960 16.5 "Credit Card"
840 11.5 Cash
840 9.75 "Credit Card"
2280 47.25 "Credit Card"
1200 16.75 "Credit Card"
600 8.75 Cash
840 10 Cash
1044 13.5 Cash
660 8 Cash
840 11.5 Cash
2520 43.75 "Credit Card"
2700 43.75 Cash
780 8.5 Cash
240 5 Cash
1620 23.5 Cash
480 7.25 Cash
357 5.5 Cash
540 7.25 "Credit Card"
1140 14.25 "Credit Card"
360 5.5 Cash
480 10 Cash
960 9.75 "Credit Card"
480 7 Cash
656 9.25 Cash
360 5.5 "Credit Card"
2700 45.25 "Credit Card"
300 5 "Credit Card"
660 8.25 "Credit Card"
1080 14.25 "Credit Card"
480 7.5 Cash
600 7.25 "Credit Card"
3300 46.25 "Credit Card"
420 6.25 Cash
2460 46 "Credit Card"
300 6.25 Cash
180 5.5 "Credit Card"
2460 45 "Credit Card"
420 7 "Credit Card"
480 7.25 "Credit Card"
2340 38.5 Cash
2820 59.75 "Credit Card"
540 7 "Credit Card"
600 9.25 Cash
360 6.25 "Credit Card"
360 6.5 Cash
840 9.25 Cash
1020 10.5 "Credit Card"
1500 18.25 Cash
2100 37.5 "Credit Card"
240 5 "Credit Card"
3000 44.75 "Credit Card"
720 10.5 "Credit Card"
840 13.25 "Credit Card"
179 4.75 Cash
900 11.75 "Credit Card"
842 10.5 Cash
420 6.5 "Credit Card"
960 20.25 Cash
480 10.25 "Credit Card"
900 12.75 Cash
1800 37.5 "Credit Card"
540 6.5 "Credit Card"
600 7 Cash
360 5.5 "Credit Card"
660 9.5 Cash
420 6.5 Cash
2820 37.5 "Credit Card"
660 6.75 Cash
1862 44 "Credit Card"
960 11.5 "Credit Card"
720 8.75 Cash
420 6.75 Cash
360 6.25 Cash
420 6.5 "Credit Card"
540 7 "Credit Card"
660 7.5 Cash
360 5.75 Cash
540 7.25 Cash
18 3.25 Cash
600 8 Cash
3540 47.25 "Credit Card"
240 4.75 "Credit Card"
660 7.25 Cash
120 4.25 Cash
900 9.75 "Credit Card"
720 8.75 "Credit Card"
300 5.25 Cash
660 10 Cash
180 4.75 Cash
660 7.5 "Credit Card"
2700 44.5 "Credit Card"
2640 40 "Credit Card"
1020 10.5 "Credit Card"
2040 18.75 Cash
1980 42.25 Cash
540 7.75 "Credit Card"
660 7.75 Cash
480 6.5 "Credit Card"
1574 38 "Credit Card"
1500 33 "Credit Card"
240 4.75 "Credit Card"
240 5.25 Cash
420 6 "Credit Card"
660 9 "Credit Card"
2340 46 "Credit Card"
540 7 "Credit Card"
480 7 "Credit Card"
540 8.75 "Credit Card"
780 9.25 Cash
360 7.25 "Credit Card"
1500 23.25 Cash
600 8 "Credit Card"
540 7 Cash
180 4.25 Cash
2100 34.75 "Credit Card"
780 12.25 Cash
720 8.25 Cash
180 4.75 "Credit Card"
660 8.5 "Credit Card"
240 5 Cash
341 6 "Credit Card"
840 12.25 Cash
423 6.5 Cash
300 5.5 "Credit Card"
900 10.75 "Credit Card"
1500 19.5 Cash
480 7 Cash
1920 43.5 "Credit Card"
540 8.25 Cash
1260 28 "Credit Card"
240 5.25 "Credit Card"
1514 44.5 "Credit Card"
1020 17.5 Cash
720 8.75 Cash
420 6 Cash
1020 18.75 "Credit Card"
360 6.75 "Credit Card"
660 8.25 Cash
359 7.5 "Credit Card"
900 17.25 Cash
677 8 Cash
1440 18.75 "Credit Card"
840 9.5 Cash
240 4.75 Cash
2671 56.5 Cash
713 8.25 "Credit Card"
696 8.75 "Credit Card"
240 5 "Credit Card"
540 9.5 "Credit Card"
360 9 Cash
240 5 Cash
780 8.75 Cash
900 9.75 "Credit Card"
300 8.5 Cash
540 7.75 "Credit Card"
1920 32.75 Cash
300 7 Cash
720 9.25 "Credit Card"
360 6.5 "Credit Card"
2460 42.25 "Credit Card"
1980 43 "Credit Card"
780 9 "Credit Card"
2460 36.5 "Credit Card"
780 9 "Credit Card"
1613 42.75 Cash
840 9 Cash
461 6.5 "Credit Card"
840 9.25 Cash
480 6.75 Cash
660 8.75 "Credit Card"
1588 34.5 Cash
660 11 Cash
2280 45.5 "Credit Card"
600 11.75 "Credit Card"
240 4.5 "Credit Card"
840 10.5 Cash
2217 45 "Credit Card"
1140 14.25 Cash
2340 45.75 "Credit Card"
600 7.75 "Credit Card"
2820 44.75 "Credit Card"
420 7 Cash
1078 9.75 Cash
240 4.75 Cash
660 10.5 "Credit Card"
600 8.5 "Credit Card"
1435 23.75 Cash
360 6 Cash
360 6 Cash
2520 43.75 "Credit Card"
726 8 "Credit Card"
660 8.25 "Credit Card"
360 6.5 Cash
780 9 "Credit Card"
60 3.75 Cash
660 7.5 "Credit Card"
311 5.75 "Credit Card"
1300 22.75 Cash
300 5.5 Cash
1380 28.5 "Credit Card"
1860 40.5 "Credit Card"
1860 42.5 "Credit Card"
960 9.75 "Credit Card"
780 9 Cash
300 5.75 "Credit Card"
300 6 "Credit Card"
1226 8.75 "Credit Card"
1080 14 "Credit Card"
540 9.5 Cash
480 7 Cash
240 4.75 Cash
1800 42.25 "Credit Card"
540 7.75 "Credit Card"
480 6.25 Cash
660 8.5 "Credit Card"
300 5.25 Cash
1620 14 Cash
420 6.5 Cash
480 6.5 Cash
180 4.75 Cash
660 8.5 "Credit Card"
600 6.75 "Credit Card"
600 7 Cash
420 6.75 Cash
360 6.75 "Credit Card"
240 5.75 Cash
720 10 Cash
180 4.5 Cash
300 5.75 Cash
1200 11.75 Cash
300 5.75 "Credit Card"
360 5.75 "Credit Card"
960 14.75 Cash
1500 32.5 "Credit Card"
2580 81 Cash
540 6.5 Cash
480 7.25 Cash
360 5.5 Cash
360 6.75 Cash
660 7.75 Cash
3060 45.5 Cash
620 9.25 Cash
480 6.5 Cash
1680 36.5 "Credit Card"
300 5.5 "Credit Card"
1206 25 Cash
1200 20.5 "Credit Card"
2160 43.75 "Credit Card"
240 5.25 Cash
735 14.25 Cash
240 5.5 Cash
720 10.75 Cash
2583 62 Cash
2220 44 "Credit Card"
1200 24.75 Cash
2940 45.5 Cash
180 4.75 Cash
550 8 Cash
2276 44.75 "Credit Card"
960 10 "Credit Card"
1440 38.5 "Credit Card"
2400 41.25 "Credit Card"
1260 14 "Credit Card"
1200 11.5 "Credit Card"
480 6.25 Cash
1285 18 Cash
300 6.5 Cash
420 7.25 "Credit Card"
2160 43.25 "Credit Card"
1800 42.75 Cash
1560 41 "Credit Card"
720 10.75 Cash
3000 44.75 "Credit Card"
420 6 Cash
1740 30.75 Cash
540 9.75 Cash
300 6.5 Cash
463 6.5 "Credit Card"
480 6.75 "Credit Card"
2160 30.5 "Credit Card"
1020 16.5 "Credit Card"
360 5.5 Cash
900 17.75 "Credit Card"
662 8 "Credit Card"
720 7.75 Cash
420 6.25 Cash
600 7.25 "Credit Card"
3000 45 "Credit Card"
840 8.75 Cash
512 7 "Credit Card"
2940 45 "Credit Card"
1260 13.75 "Credit Card"
540 7.75 "Credit Card"
900 10.5 "Credit Card"
720 8.75 "Credit Card"
840 9.25 Cash
540 7.75 "Credit Card"
514 7 "Credit Card"
1080 15.75 "Credit Card"
1380 26.75 "Credit Card"
360 5 Cash
720 11.5 "Credit Card"
395 6.5 "Credit Card"
300 5.5 "Credit Card"
780 12.75 Cash
780 12.25 "Credit Card"
300 5.5 Cash
420 6.75 Cash
1260 28.25 "Credit Card"
1020 29.25 "Credit Card"
2880 43.25 "Credit Card"
2160 34.25 "Credit Card"
600 9 Cash
153 3.75 Cash
420 6.5 "Credit Card"
480 8 Cash
1140 12.25 "Credit Card"
660 9 "Credit Card"
280 6.25 Cash
540 8 "Credit Card"
780 10.75 "Credit Card"
1800 52.75 "Credit Card"
420 7.25 Cash
739 9.25 Cash
960 12.25 Cash
960 22.5 "Credit Card"
600 9.25 "Credit Card"
1140 16.5 Cash
240 4.75 Cash
806 12.25 "Credit Card"
1440 35 Cash
960 10.75 "Credit Card"
360 6.25 "Credit Card"
180 5.25 Cash
660 12 Cash
2040 36.25 Cash
720 7.75 Cash
540 7.5 "Credit Card"
300 7 "Credit Card"
780 9.75 "Credit Card"
1080 11.75 Cash
780 10.5 "Credit Card"
420 6.25 "Credit Card"
1980 24.75 Cash
420 5.75 Cash
420 7 "Credit Card"
300 5.5 Cash
780 8.75 "Credit Card"
360 7 "Credit Card"
540 8.5 Cash
2178 44.25 "Credit Card"
300 5.75 Cash
960 17.25 Cash
420 6 Cash
180 4.25 "Credit Card"
773 9 Cash
296 10.25 "Credit Card"
420 6.25 Cash
720 9.25 Cash
720 11.25 Cash
1140 20.5 "Credit Card"
2940 42.25 Cash
480 7 Cash
1860 42.5 "Credit Card"
240 4.75 Cash
600 9 Cash
360 6 Cash
660 8.75 Cash
840 10.75 Cash
240 5.25 "Credit Card"
1980 41.75 "Credit Card"
600 7 Cash
960 11.25 Cash
660 8 "Credit Card"
1800 19.75 Cash
480 6 "Credit Card"
840 10.75 Cash
420 5.75 "Credit Card"
1200 24.25 "Credit Card"
60 3.75 "Credit Card"
480 6.75 "Credit Card"
2340 44.75 "Credit Card"
349 6.5 Cash
540 6.25 "Credit Card"
1800 43.25 "Credit Card"
360 5.5 Cash
2760 44.75 "Credit Card"
600 7.75 "Credit Card"
600 7.5 Cash
1380 14 "Credit Card"
1680 14 Cash
2820 44.75 "Credit Card"
360 5.75 Cash
240 5.75 "Credit Card"
960 11.75 Cash
278 5.25 "Credit Card"
60 3.25 Cash
1260 25.5 "Credit Card"
300 5.75 "Credit Card"
360 5.75 Cash
660 9.25 "Credit Card"
720 10 Cash
720 8.25 Cash
300 9.25 "Credit Card"
1080 13.5 "Credit Card"
1980 47.5 "Credit Card"
341 5.25 Cash
300 5.25 Cash
720 8 Cash
693 9.25 Cash
480 7.5 Cash
120 4 "Credit Card"
120 4.25 Cash
1920 28.5 Cash
1080 12.75 "Credit Card"
1200 16.25 "Credit Card"
360 6 Cash
450 6.75 "Credit Card"
540 7.25 Cash
1380 24.5 "Credit Card"
2280 46.5 "Credit Card"
480 6.75 "Credit Card"
736 9.5 Cash
120 4.75 Cash
780 9.75 Cash
420 6.75 "Credit Card"
480 6.75 Cash
300 6 "Credit Card"
386 6.25 "Credit Card"
540 7 "Credit Card"
480 6 "Credit Card"
2880 46.75 "Credit Card"
1560 16.25 "Credit Card"
540 8 Cash
660 8.5 Cash
420 10.5 Cash
240 5 Cash
420 6.75 "Credit Card"
2039 15 "Credit Card"
360 7 Cash
300 5.75 Cash
1200 18.25 "Credit Card"
300 5.25 "Credit Card"
360 5.25 Cash
660 8.5 Cash
360 5.25 "Credit Card"
600 7.5 Cash
1220 20 Cash
780 20 Cash
720 8.75 Cash
660 10.25 "Credit Card"
2135 42.5 "Credit Card"
780 9.5 "Credit Card"
300 5.75 "Credit Card"
660 9.25 Cash
1020 13 "Credit Card"
660 10.75 Cash
300 6.25 "Credit Card"
582 7.25 "Credit Card"
300 5.75 "Credit Card"
300 5.75 Cash
720 10.25 "Credit Card"
660 7.5 "Credit Card"
660 8.25 "Credit Card"
420 6.5 "Credit Card"
360 5.75 Cash
600 9 "Credit Card"
540 7.75 Cash
720 8.25 Cash
2640 86 "Credit Card"
1935 46.75 Cash
540 7.5 "Credit Card"
540 8.25 Cash
480 6.25 Cash
420 6.5 Cash
600 8 "Credit Card"
540 8 "Credit Card"
3420 47 "Credit Card"
300 5.25 Cash
2513 47 Cash
3480 47.5 "Credit Card"
480 7.25 "Credit Card"
540 8.75 Cash
3000 44.25 "Credit Card"
240 5.25 Cash
300 5 Cash
300 5.75 "Credit Card"
960 8.75 Cash
660 10 Cash
437 7 "Credit Card"
2160 37 "Credit Card"
480 7 Cash
1080 12.75 "Credit Card"
600 8 "Credit Card"
840 21.5 Cash
1140 19.75 "Credit Card"
3660 48.25 "Credit Card"
1740 32 "Credit Card"
780 12.5 Cash
796 11.5 "Credit Card"
300 6 Cash
720 14.25 "Credit Card"
240 5 Cash
2160 44.5 "Credit Card"
720 9.25 "Credit Card"
523 9.5 "Credit Card"
900 18.25 "Credit Card"
420 6.25 Cash
781 9.5 "Credit Card"
1740 35.25 "Credit Card"
2280 42 Cash
420 6.5 "Credit Card"
300 5.5 "Credit Card"
300 5.5 Cash
360 7.25 "Credit Card"
300 5 Cash
2820 40.75 Cash
180 4.75 "Credit Card"
360 6.25 "Credit Card"
3000 43.5 Cash
300 5.25 Cash
660 9.5 "Credit Card"
360 7.75 Cash
540 7.75 Cash
571 8.25 Cash
720 11.5 "Credit Card"
357 5.75 Cash
300 5 Cash
720 9 Cash
660 8.25 "Credit Card"
540 8.5 "Credit Card"
1800 23 Cash
565 9.75 "Credit Card"
1440 25.5 Cash
300 6 Cash
240 4.75 "Credit Card"
540 7.5 Cash
360 6.75 "Credit Card"
480 7.5 Cash
1140 16.5 "Credit Card"
420 6.5 "Credit Card"
240 4.75 Cash
2340 72 "Credit Card"
180 5 "Credit Card"
379 6.25 "Credit Card"
619 7.75 Cash
420 6.75 "Credit Card"
2880 42.25 "Credit Card"
480 6.5 Cash
720 8.75 Cash
1152 20.25 Cash
660 9 Cash
240 5 Cash
727 8.75 Cash
1980 42.25 "Credit Card"
480 6.5 Cash
420 7.75 Cash
180 5.25 "Credit Card"
300 5.5 Cash
780 10.25 Cash
360 6.5 "Credit Card"
1200 39.25 Cash
540 7.75 Cash
840 9.25 Cash
180 5 Cash
1920 31 "Credit Card"
540 7.25 "Credit Card"
540 6.75 "Credit Card"
420 6.5 Cash
60 3.5 Cash
780 9 "Credit Card"
300 5.5 Cash
420 6 Cash
600 8.75 "Credit Card"
1320 39 "Credit Card"
360 6.25 "Credit Card"
540 6.75 Cash
300 5.75 "Credit Card"
540 10.25 Cash
660 9.75 Cash
780 14.25 Cash
180 4.75 "Credit Card"
2077 42.75 "Credit Card"
17 3.25 "Credit Card"
360 5.75 Cash
420 7.5 Cash
420 6.5 Cash
660 9.25 Cash
540 6.25 "Credit Card"
538 7.75 "Credit Card"
1080 10.5 "Credit Card"
300 5.75 Cash
3480 48.75 "Credit Card"
619 9 "Credit Card"
180 4.5 Cash
480 9 "Credit Card"
2340 37.75 "Credit Card"
375 6.5 "Credit Card"
240 5 "Credit Card"
1080 11.75 "Credit Card"
960 10.5 "Credit Card"
660 7.25 "Credit Card"
3180 45.5 "Credit Card"
240 5 Cash
960 21.25 "Credit Card"
180 5 Cash
416 6.25 "Credit Card"
300 7 "Credit Card"
600 8.5 "Credit Card"
480 9.75 Cash
120 4.25 Cash
300 5.75 "Credit Card"
720 7.75 Cash
300 6 Cash
480 6.75 Cash
600 8 "Credit Card"
240 5 Cash
377 6.25 "Credit Card"
360 11 "Credit Card"
540 6.75 Cash
955 5.5 Cash
660 8.25 "Credit Card"
360 6.5 "Credit Card"
1020 10.5 Cash
1380 21.5 "Credit Card"
420 6.75 "Credit Card"
300 5.25 Cash
906 10.75 Cash
540 8.25 "Credit Card"
459 6.25 Cash
240 5.25 Cash
461 6.5 "Credit Card"
3000 46.25 "Credit Card"
420 6.25 "Credit Card"
2760 52.5 Cash
2820 51.5 "Credit Card"
120 3.75 Cash
840 11 Cash
420 6.25 "Credit Card"
480 6.5 "Credit Card"
840 11 Cash
120 5 Cash
1500 37.25 "Credit Card"
240 5 Cash
360 6.25 Cash
540 13.5 "Credit Card"
900 11 Cash
655 8.25 Cash
480 6.5 "Credit Card"
660 9 Cash
2220 44.25 "Credit Card"
180 4.75 Cash
720 9.5 Cash
720 9 "Credit Card"
2700 52 Cash
243 5.5 Cash
2100 32.25 "Credit Card"
3000 45.75 "Credit Card"
540 7.75 "Credit Card"
480 7.25 "Credit Card"
60 3.25 Cash
360 6 "Credit Card"
484 7.5 "Credit Card"
1020 24 "Credit Card"
420 6.5 "Credit Card"
360 6 Cash
3060 45.5 "Credit Card"
420 6 Cash
480 7.75 Cash
300 5.75 Cash
300 5.25 Cash
330 6 "Credit Card"
420 7.25 Cash
756 9 "Credit Card"
660 9 "Credit Card"
300 5.25 Cash
660 7.75 Cash
480 7.25 "Credit Card"
780 9.5 Cash
1560 38.25 "Credit Card"
360 7 Cash
360 6.5 Cash
527 7 Cash
420 7 Cash
1020 14.25 "Credit Card"
3240 48.25 "Credit Card"
1920 43.75 "Credit Card"
3540 48.75 "Credit Card"
969 22.5 Cash
360 5.5 Cash
420 6.25 "Credit Card"
749 8.5 Cash
300 5.25 Cash
1800 37 Cash
1778 48.25 "Credit Card"
600 8 Cash
300 5.75 Cash
644 7.5 "Credit Card"
600 8 Cash
1260 27.25 "Credit Card"
360 7 "Credit Card"
180 4.25 Cash
360 6 "Credit Card"
494 7.5 Cash
360 6.25 "Credit Card"
1980 46.5 Cash
600 7.75 Cash
600 8.25 Cash
360 6 "Credit Card"
540 6.5 "Credit Card"
540 7.75 "Credit Card"
2460 45.5 "Credit Card"
840 13.25 Cash
986 10.75 Cash
960 10.5 Cash
2181 44.5 "Credit Card"
1980 42.5 "Credit Card"
360 6 Cash
375 6 "Credit Card"
660 8 "Credit Card"
540 9.5 Cash
540 7 Cash
780 8.25 Cash
2940 45.5 Cash
1860 32.75 Cash
1322 15.5 Cash
840 13 Cash
397 6.25 Cash
240 5.5 "Credit Card"
508 7 Cash
1864 48.5 "Credit Card"
480 6.75 Cash
660 9.75 Cash
2207 44.5 Cash
420 7.25 Cash
1140 13.25 Cash
480 6.5 Cash
7860 292.75 Cash
1080 13.25 "Credit Card"
657 8 "Credit Card"
600 8 "Credit Card"
960 10.25 "Credit Card"
433 6.5 Cash
660 9 Cash
600 8.75 "Credit Card"
660 9 Cash
540 7.5 Cash
600 7.25 Cash
402 5.75 "Credit Card"
420 6.5 "Credit Card"
660 10.25 "Credit Card"
300 7 "Credit Card"
247 5 Cash
660 8.25 Cash
420 6.75 "Credit Card"
300 5.75 "Credit Card"
540 7 Cash
1731 30.75 "Credit Card"
900 13.75 "Credit Card"
420 6.25 Cash
526 7.75 "Credit Card"
2608 46.25 "Credit Card"
1080 11.25 "Credit Card"
840 12.25 Cash
480 8 Cash
300 5.25 Cash
1080 15 Cash
720 8.25 Cash
540 6.75 Cash
2040 37.75 Cash
300 5.5 "Credit Card"
921 9.25 "Credit Card"
840 9.5 "Credit Card"
420 7 Cash
720 8.75 Cash
360 6 Cash
900 16.5 Cash
540 9.25 Cash
480 7.5 "Credit Card"
300 5.25 "Credit Card"
2280 33.25 "Credit Card"
1633 19.25 Cash
600 7.5 "Credit Card"
540 7.75 "Credit Card"
467 6.75 "Credit Card"
420 6.25 Cash
360 6.25 "Credit Card"
480 7 "Credit Card"
540 8.25 "Credit Card"
1380 33.75 "Credit Card"
360 6.25 Cash
293 5.25 Cash
480 9.75 "Credit Card"
480 6.75 Cash
300 6 "Credit Card"
480 6.5 "Credit Card"
1560 20 Cash
849 21.5 Cash
240 4.75 Cash
1320 25.75 Cash
360 5.75 Cash
480 6.75 "Credit Card"
720 7.75 "Credit Card"
2820 43.75 "Credit Card"
480 7 Cash
360 6.5 Cash
600 8 "Credit Card"
660 9.5 Cash
840 8.5 "Credit Card"
420 6 Cash
840 15.25 Cash
240 5 Cash
660 8.5 Cash
120 4.5 "Credit Card"
550 6.75 Cash
276 5.5 Cash
362 5.5 Cash
540 6.75 Cash
180 4.5 "Credit Card"
300 5.5 "Credit Card"
780 9.5 "Credit Card"
480 6.75 "Credit Card"
1140 12.75 "Credit Card"
240 5.25 "Credit Card"
180 4.75 Cash
420 6.5 "Credit Card"
540 6.5 "Credit Card"
600 6.75 "Credit Card"
1743 7.5 Cash
1080 17.25 "Credit Card"
360 6.25 "Credit Card"
600 8 Cash
278 5.5 Cash
360 5.75 Cash
213 5 "Credit Card"
240 5.25 Cash
120 3.75 Cash
600 8.5 "Credit Card"
660 15 "Credit Card"
1079 23 "Credit Card"
180 4.25 Cash
480 7.25 Cash
660 10.25 "Credit Card"
480 7 Cash
480 7.5 Cash
1020 16 Cash
2220 39.75 Cash
480 6.75 Cash
540 8 Cash
657 7.75 "Credit Card"
600 7.25 "Credit Card"
960 14 "Credit Card"
420 6.5 Cash
660 8.5 "Credit Card"
401 6.75 "Credit Card"
1560 30.5 Cash
2700 46 "Credit Card"
540 6.75 "Credit Card"
660 8.5 "Credit Card"
2923 47.75 "Credit Card"
360 6 "Credit Card"
456 6.75 "Credit Card"
780 8.5 Cash
480 6.75 Cash
600 7.75 Cash
1440 12.25 Cash
2460 45.75 "Credit Card"
840 14 "Credit Card"
2880 45.5 Cash
960 10.75 Cash
420 8.25 "Credit Card"
262 5.25 Cash
1080 14.25 "Credit Card"
2220 36.5 Cash
3000 43.75 "Credit Card"
1080 16.25 Cash
240 5.25 "Credit Card"
660 8 "Credit Card"
240 5 Cash
480 9 Cash
1260 14 "Credit Card"
780 10.5 "Credit Card"
420 7.5 "Credit Card"
3000 45.25 Cash
490 9.25 Cash
2220 54.75 Cash
300 5.75 "Credit Card"
240 4.75 "Credit Card"
540 7.5 Cash
362 5.75 Cash
780 7.75 Cash
1980 37.5 "Credit Card"
600 7.25 Cash
480 6.5 "Credit Card"
600 8.75 "Credit Card"
300 6 Cash
1140 28.25 Cash
1560 40.5 "Credit Card"
180 5.25 "Credit Card"
180 4.5 Cash
120 4.5 "Credit Card"
660 8 "Credit Card"
840 9.5 "Credit Card"
960 12.25 "Credit Card"
300 5.75 "Credit Card"
2040 36.75 "Credit Card"
600 7.75 Cash
720 9.25 Cash
2640 40.5 "Credit Card"
720 12.75 "Credit Card"
1709 30 Cash
2880 44.5 Cash
420 6.5 Cash
573 10.25 "Credit Card"
209 4.5 "Credit Card"
720 8.25 "Credit Card"
240 5 Cash
600 7.75 Cash
360 5.75 Cash
1140 19 Cash
300 6 Cash
796 9.75 Cash
420 6.25 Cash
848 9.5 "Credit Card"
300 5.5 Cash
600 7.75 Cash
240 5 Cash
540 8 Cash
420 6 Cash
540 6.75 Cash
360 5.75 "Credit Card"
1860 43 "Credit Card"
1140 18.75 "Credit Card"
660 7.5 Cash
600 9 Cash
660 8.5 Cash
540 7.75 Cash
540 7 Cash
1080 15.75 Cash
180 5 "Credit Card"
480 7 "Credit Card"
3120 51 "Credit Card"
240 5 Cash
600 10.5 Cash
1392 5.75 Cash
614 9.25 "Credit Card"
480 7.5 Cash
672 8.25 "Credit Card"
840 10 Cash
360 5.75 Cash
3060 44.25 Cash
480 7.25 Cash
240 4.75 "Credit Card"
300 5.5 Cash
1080 14.75 Cash
180 4.75 "Credit Card"
279 5.75 "Credit Card"
480 6.25 Cash
960 9.75 Cash
240 5.5 "Credit Card"
780 12.25 "Credit Card"
1140 14.25 Cash
2940 44.75 "Credit Card"
300 5 Cash
480 6.5 Cash
540 7 "Credit Card"
180 5 Cash
300 5.75 Cash
2460 43 "Credit Card"
240 5.5 "Credit Card"
300 5.25 Cash
300 5.75 "Credit Card"
720 9.75 Cash
720 9.5 Cash
464 6.5 "Credit Card"
720 9.5 "Credit Card"
480 6.75 "Credit Card"
980 10.25 Cash
564 7.5 Cash
1947 44.5 "Credit Card"
453 6.5 "Credit Card"
540 8 "Credit Card"
300 5.5 Cash
600 13.5 Cash
1200 14.25 Cash
2220 31.5 "Credit Card"
840 10.75 Cash
420 7.75 Cash
1260 17.5 "Credit Card"
360 6.25 "Credit Card"
120 4.75 "Credit Card"
420 6.75 Cash
240 5.25 Cash
757 8.5 Cash
240 5 Cash
2081 36.75 "Credit Card"
2580 44.5 "Credit Card"
3000 44.5 "Credit Card"
1740 46 "Credit Card"
300 6 "Credit Card"
420 6.5 Cash
3120 45.25 "Credit Card"
540 7.25 Cash
2369 39.25 "Credit Card"
11 3.25 Cash
2571 45.5 "Credit Card"
120 4.75 Cash
480 6.75 Cash
534 7.75 Cash
664 14.25 Cash
540 8 "Credit Card"
360 6.25 "Credit Card"
720 8.25 Cash
1200 20.75 Cash
240 5.25 "Credit Card"
540 8 "Credit Card"
600 8.25 "Credit Card"
300 6.25 Cash
2580 31.75 "Credit Card"
360 6.75 "Credit Card"
360 5.5 "Credit Card"
1500 23.75 Cash
360 6 Cash
360 6 Cash
300 6.5 Cash
497 6.25 Cash
600 7.75 Cash
960 11.25 Cash
960 12.25 "Credit Card"
1440 18.5 "Credit Card"
780 11.5 "Credit Card"
773 8.75 Cash
300 5.75 "Credit Card"
420 6.25 Cash
1260 40.5 "Credit Card"
780 15.25 "Credit Card"
360 5.75 "Credit Card"
2880 37.25 Cash
420 6.75 Cash
420 7.25 "Credit Card"
780 10 Cash
1020 13.5 Cash
540 8.5 "Credit Card"
660 9.5 Cash
1020 13.5 "Credit Card"
780 9.25 "Credit Card"
2760 46 "Credit Card"
229 5 "Credit Card"
1800 36 "Credit Card"
1260 16 "Credit Card"
480 7.5 "Credit Card"
2399 45 "Credit Card"
540 7.5 Cash
1136 11 "Credit Card"
1500 47.25 "Credit Card"
360 5.75 Cash
780 9.5 Cash
480 8.75 Cash
960 18.5 "Credit Card"
300 5.5 Cash
355 5.25 Cash
300 5.75 "Credit Card"
600 8.5 Cash
600 7.75 Cash
1140 12.5 "Credit Card"
3060 45.75 "Credit Card"
478 6.25 "Credit Card"
1320 22 Cash
420 8.75 Cash
720 9.5 Cash
660 8.25 Cash
157 4.5 Cash
404 5.5 "Credit Card"
714 7.75 "Credit Card"
480 7.25 "Credit Card"
360 6.25 "Credit Card"
420 6 "Credit Card"
208 4.75 Cash
120 4.25 "Credit Card"
